         x    Result     Exact
    0.8721    0.1289    0.1277
    0.8731    0.1279    0.1268
    0.8741    0.1269    0.1258
    0.8751    0.1259    0.1248
    0.8761    0.1249    0.1238
    0.8771    0.1239    0.1228
    0.8781    0.1229    0.1218
    0.8791    0.1219    0.1208
    0.8801    0.1209    0.1198
    0.8811    0.1198    0.1188
    0.8821    0.1188    0.1178
    0.8831    0.1178    0.1168
    0.8841    0.1168    0.1158
    0.8851    0.1158    0.1148
    0.8861    0.1148    0.1138
    0.8871    0.1138    0.1128
    0.8881    0.1128    0.1118
    0.8891    0.1118    0.1108
    0.8901    0.1108    0.1098
    0.8911    0.1098    0.1088
    0.8921    0.1088    0.1078
    0.8931    0.1078    0.1068
    0.8941    0.1068    0.1058
    0.8951    0.1058    0.1048
    0.8961    0.1047    0.1038
    0.8971    0.1037    0.1028
    0.8981    0.1027    0.1018
    0.8991    0.1017    0.1008
    0.9001    0.1007    0.0998
    0.9011    0.0997    0.0988
    0.9021    0.0987    0.0978
    0.9031    0.0977    0.0968
    0.9041    0.0967    0.0958
    0.9051    0.0957    0.0948
    0.9061    0.0947    0.0938
    0.9071    0.0937    0.0928
    0.9081    0.0927    0.0918
    0.9091    0.0917    0.0908
    0.9101    0.0907    0.0898
    0.9111    0.0896    0.0888
    0.9121    0.0886    0.0878
    0.9131    0.0876    0.0868
    0.9141    0.0866    0.0858
    0.9151    0.0856    0.0849
    0.9161    0.0846    0.0839
    0.9171    0.0836    0.0829
    0.9181    0.0826    0.0819
    0.9191    0.0816    0.0809
    0.9201    0.0806    0.0799
    0.9211    0.0796    0.0789
    0.9221    0.0786    0.0779
    0.9231    0.0776    0.0769
    0.9241    0.0766    0.0759
    0.9251    0.0755    0.0749
    0.9261    0.0745    0.0739
    0.9271    0.0735    0.0729
    0.9281    0.0725    0.0719
    0.9291    0.0715    0.0709
    0.9301    0.0705    0.0699
    0.9311    0.0695    0.0689
    0.9321    0.0685    0.0679
    0.9331    0.0675    0.0669
    0.9341    0.0665    0.0659
    0.9351    0.0655    0.0649
    0.9361    0.0645    0.0639
    0.9371    0.0635    0.0629
    0.9381    0.0625    0.0619
    0.9391    0.0614    0.0609
    0.9401    0.0604    0.0599
    0.9411    0.0594    0.0589
    0.9421    0.0584    0.0579
    0.9431    0.0574    0.0569
    0.9441    0.0564    0.0559
    0.9451    0.0554    0.0549
    0.9461    0.0544    0.0539
    0.9471    0.0534    0.0529
    0.9481    0.0524    0.0519
    0.9491    0.0514    0.0509
    0.9500    0.0504    0.0499
    0.9510    0.0494    0.0489
    0.9520    0.0484    0.0479
    0.9530    0.0473    0.0469
    0.9540    0.0463    0.0459
    0.9550    0.0453    0.0449
    0.9560    0.0443    0.0439
    0.9570    0.0433    0.0429
    0.9580    0.0423    0.0419
    0.9590    0.0413    0.0409
    0.9600    0.0403    0.0399
    0.9610    0.0393    0.0389
    0.9620    0.0383    0.0379
    0.9630    0.0373    0.0369
    0.9640    0.0363    0.0359
    0.9650    0.0353    0.0349
    0.9660    0.0343    0.0339
    0.9670    0.0332    0.0329
    0.9680    0.0322    0.0319
    0.9690    0.0312    0.0310
    0.9700    0.0302    0.0300
    0.9710    0.0292    0.0290
    0.9720    0.0282    0.0280
    0.9730    0.0272    0.0270
    0.9740    0.0262    0.0260
    0.9750    0.0252    0.0250
    0.9760    0.0242    0.0240
    0.9770    0.0232    0.0230
    0.9780    0.0222    0.0220
    0.9790    0.0212    0.0210
    0.9800    0.0201    0.0200
    0.9810    0.0191    0.0190
    0.9820    0.0181    0.0180
    0.9830    0.0171    0.0170
    0.9840    0.0161    0.0160
    0.9850    0.0151    0.0150
    0.9860    0.0141    0.0140
    0.9870    0.0131    0.0130
    0.9880    0.0121    0.0120
    0.9890    0.0111    0.0110
    0.9900    0.0101    0.0100
    0.9910    0.0091    0.0090
    0.9920    0.0081    0.0080
    0.9930    0.0071    0.0070
    0.9940    0.0060    0.0060
    0.9950    0.0050    0.0050
    0.9960    0.0040    0.0040
    0.9970    0.0030    0.0030
    0.9980    0.0020    0.0020
    0.9990    0.0010    0.0010
    1.0000    0.0000    0.0000
